address__post_town=FOLKESTONE address__postcode=CT20_2AS address__street_line=24_CHERITON_GARDENS charity_name=Home-Start_Shepway_Ltd. charity_number=1109478 income_annually_in_british_pounds=219081.00 report_date=2017-03-31 spending_annually_in_british_pounds=260770.00
address__post_town=BIRMINGHAM address__postcode=B27_6AD address__street_line=17_SHERBOURNE_ROAD charity_name=Christadelphian_Care_Homes charity_number=225874 income_annually_in_british_pounds=9205297.00 report_date=2014-03-31 spending_annually_in_british_pounds=8314683.00
address__post_town=BISHOP_AUCKLAND address__postcode=DL14_9HJ charity_name=West_Auckland_Community_Church charity_number=1134688 income_annually_in_british_pounds=114404.00 report_date=2014-12-31 spending_annually_in_british_pounds=57377.00
address__post_town=TELFORD address__postcode=TF8_7DA charity_name=Margaret_Morris_Movement_International_Ltd. charity_number=279795 income_annually_in_british_pounds=61842.00 report_date=2017-11-30 spending_annually_in_british_pounds=58180.00
address__post_town=LONDON address__postcode=W1B_1QH address__street_line=41_PORTLAND_PLACE charity_name=Academy_Of_Medical_Sciences charity_number=1070618 income_annually_in_british_pounds=8110122.00 report_date=2016-03-31 spending_annually_in_british_pounds=7906307.00
address__post_town=STAFFORD address__postcode=ST17_0BS address__street_line=27_COMPTON_ROAD charity_name=Western_Locomotive_Association_Ltd. charity_number=1115058 income_annually_in_british_pounds=45077.00 report_date=2013-09-30 spending_annually_in_british_pounds=28121.00
address__post_town=TAUNTON address__postcode=TA4_2NE address__street_line=HARTSWELL charity_name=In_The_Mix_Youth_Project charity_number=1161486 income_annually_in_british_pounds=30455.00 report_date=2015-12-31 spending_annually_in_british_pounds=26723.00
address__post_town=LONDON address__postcode=SE12_8AW address__street_line=HORN_PARK_LANE charity_name=Colfe's_School charity_number=1109650 income_annually_in_british_pounds=15430000.00 report_date=2016-08-31 spending_annually_in_british_pounds=15508000.00
address__post_town=GREAT_YARMOUTH address__postcode=NR29_5AR charity_name=Alphabet_Nursery charity_number=1084737 income_annually_in_british_pounds=36550.00 report_date=2017-08-31 spending_annually_in_british_pounds=42030.00
address__post_town=NUNEATON address__postcode=CV10_7JQ address__street_line=HEATH_END_ROAD charity_name=Griff_and_Coton_Sports_and_Miners_Welfare_Charity charity_number=522976 income_annually_in_british_pounds=143588.00 report_date=2015-12-31 spending_annually_in_british_pounds=147987.00
address__post_town=LONDON address__postcode=NW8_8ER address__street_line=19_SAMFORD_STREET charity_name=Marylebone_Bangladesh_Society_Ltd. charity_number=1151593 income_annually_in_british_pounds=159418.00 report_date=2015-03-31 spending_annually_in_british_pounds=168571.00
address__post_town=BIRMINGHAM address__postcode=B5_4TB address__street_line=HURST_STREET charity_name=Birmingham_Hippodrome_Theatre_Trust_Ltd. charity_number=510842 income_annually_in_british_pounds=31563000.00 report_date=2014-03-29 spending_annually_in_british_pounds=30131000.00
address__post_town=CAMBRIDGE address__postcode=CB2_3QZ address__street_line=PEMBROKE_STREET charity_name=Fauna_and_Flora_International charity_number=1011102 income_annually_in_british_pounds=20729083.00 report_date=2015-12-31 spending_annually_in_british_pounds=16574345.00
address__post_town=READING address__postcode=RG2_7JE charity_name=Fusion_Youth_and_Community_Uk charity_number=1112078 income_annually_in_british_pounds=62317.00 report_date=2018-03-31 spending_annually_in_british_pounds=50310.00
address__post_town=READING address__postcode=RG1_5PE address__street_line=21_ALEXANDRA_ROAD charity_name=Reading_Mencap charity_number=1118287 income_annually_in_british_pounds=299339.00 report_date=2017-03-31 spending_annually_in_british_pounds=362511.00
address__post_town=WHITSTABLE address__postcode=CT5_3BP address__street_line=69_HONEY_HILL charity_name=The_Friends_Of_St_George's_Memorial_Church_Ypres charity_number=213282 income_annually_in_british_pounds=35763.00 report_date=2014-06-30 spending_annually_in_british_pounds=15360.00
address__post_town=OXFORD address__postcode=OX2_6SS address__street_line=BARDWELL_ROAD charity_name=Dragon_School_Trust_Ltd. charity_number=309676 income_annually_in_british_pounds=18209000.00 report_date=2017-08-31 spending_annually_in_british_pounds=17467000.00
address__post_town=LONDON address__postcode=W5_1QG address__street_line=PITSHANGER_LANE charity_name=St_Barnabas_Pre_School_Playgroup charity_number=1057198 income_annually_in_british_pounds=58630.00 report_date=2018-08-31 spending_annually_in_british_pounds=60093.00
address__post_town=DUNSTABLE address__postcode=LU6_2HS address__street_line=HIGH_STREET charity_name=Edlesborough_School_Fund charity_number=1067917 income_annually_in_british_pounds=127007.74 report_date=2017-03-31 spending_annually_in_british_pounds=159803.52
address__post_town=LONDON address__postcode=WC2H_8EP address__street_line=235_SHAFTESBURY_AVENUE charity_name=Bloomsbury_Central_Baptist_Church charity_number=1127448 income_annually_in_british_pounds=372247.00 report_date=2016-03-31 spending_annually_in_british_pounds=460686.00
address__post_town=FAREHAM address__postcode=PO15_7PA address__street_line=THE_FORUM_PARKWAY charity_name=Educational_Trust_No._1_1982 charity_number=286516 income_annually_in_british_pounds=83862.00 report_date=2017-04-05 spending_annually_in_british_pounds=132604.00
address__post_town=LONDON address__postcode=EC1Y_0RT address__street_line=123_GOLDEN_LANE charity_name=Golden_Lane_Housing_Ltd. charity_number=1071097 income_annually_in_british_pounds=12053387.00 report_date=2015-03-31 spending_annually_in_british_pounds=10744420.00
address__postcode=M7_4JL charity_name=A_W_Charitable_Trust charity_number=283322 income_annually_in_british_pounds=12826601.00 report_date=2015-06-30 spending_annually_in_british_pounds=5537000.00
address__post_town=KIDDERMINSTER address__postcode=DY10_2SA address__street_line=BIRMINGHAM_ROAD charity_name=The_Norman_Dawson_Charitable_Trust charity_number=1115342 income_annually_in_british_pounds=43094.00 report_date=2015-06-30 spending_annually_in_british_pounds=49304.00
address__post_town=LONDON address__postcode=N8_0LT address__street_line=WIGHTMAN_ROAD charity_name=The_Gospel_Centre charity_number=1114401 income_annually_in_british_pounds=140519.00 report_date=2015-12-31 spending_annually_in_british_pounds=130283.00
address__post_town=CAMBRIDGE address__postcode=CB2_1TA address__street_line=TRINITY_STREET charity_name=Gonville_and_Caius_College charity_number=1137536 income_annually_in_british_pounds=18361000.00 report_date=2017-06-30 spending_annually_in_british_pounds=17564000.00
address__post_town=BIRMINGHAM address__postcode=B9_4AA charity_name=Flatpack_Projects charity_number=1162754 income_annually_in_british_pounds=374626.00 report_date=2016-08-31 spending_annually_in_british_pounds=299212.00
address__post_town=HARROW address__postcode=HA3_7EJ address__street_line=8_THE_CROSS_WAY charity_name=Sai_Sruti_Charitable_Trust charity_number=1123808 income_annually_in_british_pounds=112381.00 report_date=2018-04-05 spending_annually_in_british_pounds=96607.00
address__post_town=LONDON address__postcode=N6_5HF address__street_line=HIGHGATE_HILL charity_name=Channing_House_Inc. charity_number=312766 income_annually_in_british_pounds=16943800.00 report_date=2018-08-31 spending_annually_in_british_pounds=15331700.00
address__post_town=ASHFORD address__postcode=TN25_5BJ address__street_line=24_CHURCH_STREET charity_name=Heal_For_Life_Foundation_Uk charity_number=1156694 income_annually_in_british_pounds=13921.31 report_date=2016-04-30 spending_annually_in_british_pounds=11249.41
address__post_town=CHELMSFORD address__postcode=CM2_6BX address__street_line=9_THE_HEYTHROP charity_name=Chelmsford_Gymnastics_Club_Ltd. charity_number=1131920 income_annually_in_british_pounds=413994.00 report_date=2018-05-31 spending_annually_in_british_pounds=447757.00
address__post_town=CAMBRIDGE address__postcode=CB3_0JG address__street_line=HUNTINGDON_ROAD charity_name=Girton_College charity_number=1137541 income_annually_in_british_pounds=10104000.00 report_date=2016-06-30 spending_annually_in_british_pounds=12226000.00
address__post_town=HEANOR address__street_line=ILKESTON_ROAD charity_name=Stepping_Stones_(Amber_Valley) charity_number=1086086 income_annually_in_british_pounds=117499.00 report_date=2014-03-31 spending_annually_in_british_pounds=130889.00
address__post_town=LONDON address__postcode=SW11_6HT address__street_line=10_BROOMWOOD_ROAD charity_name=Archangel_Michael charity_number=1135277 income_annually_in_british_pounds=72791.00 report_date=2015-01-31 spending_annually_in_british_pounds=25120.00
address__post_town=WREXHAM address__postcode=LL13_7YT address__street_line=ELLICE_WAY charity_name=The_Royal_Welch_Fusiliers_Regimental_Collection_(R.W.F._Collection) charity_number=1057884 income_annually_in_british_pounds=200188.00 report_date=2015-03-31 spending_annually_in_british_pounds=181950.00
address__post_town=BURNLEY address__postcode=BB11_2ED address__street_line=CROFT_STREET charity_name=Calico_Homes_Ltd. charity_number=1151945 income_annually_in_british_pounds=20988000.00 report_date=2014-03-31 spending_annually_in_british_pounds=21557000.00
address__post_town=KING'S_LYNN address__postcode=PE32_1SF address__street_line=EAST_WINCH_ROAD charity_name=Jewish_Historical_Society_Of_England charity_number=217331 income_annually_in_british_pounds=60811.00 report_date=2017-06-30 spending_annually_in_british_pounds=25507.00
address__post_town=LEWES address__postcode=BN8_5UU address__street_line=NEW_ROAD charity_name=Glyndebourne_Productions_Ltd. charity_number=243877 income_annually_in_british_pounds=25126146.00 report_date=2013-12-31 spending_annually_in_british_pounds=25356122.00
address__post_town=LONDON address__postcode=E2_9DA address__street_line=244-254_CAMBRIDGE_HEATH_ROAD charity_name=Malaria_Consortium charity_number=1099776 income_annually_in_british_pounds=54534699.00 report_date=2014-03-31 spending_annually_in_british_pounds=55102824.00
address__post_town=HIGH_PEAK address__postcode=SK22_3EL address__street_line=45_UNION_ROAD charity_name=John_Pickering_and_Partners_Charitable_Trust charity_number=1130294 income_annually_in_british_pounds=72020.00 report_date=2014-04-30
address__post_town=SWANSEA address__postcode=SA3_2DD address__street_line=23_HEATHERSLADE_ROAD charity_name=Care_For_Uganda charity_number=1099797 income_annually_in_british_pounds=187409.00 report_date=2016-03-31 spending_annually_in_british_pounds=111738.00
address__post_town=BEDFORD address__postcode=MK41_9RX address__street_line=BARKERS_LANE charity_name=Bedfordshire_and_Northamptonshire_Multiple_Sclerosis_Therapy_Centre_Ltd. charity_number=802510 income_annually_in_british_pounds=361299.00 report_date=2013-12-31 spending_annually_in_british_pounds=373484.00
address__post_town=MANCHESTER address__postcode=M4_6DE address__street_line=132-134_GREAT_ANCOATS_STREET charity_name=Kids_Fitness_First charity_number=1161510 report_date=2016-04-30
address__post_town=READING address__postcode=RG8_7LR address__street_line=19_READING_ROAD charity_name=Mobility_Trust_Ii charity_number=1070975 income_annually_in_british_pounds=304422.00 report_date=2014-03-31 spending_annually_in_british_pounds=292301.00
address__post_town=PORTSMOUTH address__postcode=PO1_1NP address__street_line=ARUNDEL_STREET charity_name=Portsmouth_Mediation_Service charity_number=1061569 income_annually_in_british_pounds=151204.00 report_date=2018-03-31 spending_annually_in_british_pounds=156562.00
address__post_town=HITCHIN address__postcode=SG5_2HZ address__street_line=23_WEST_HILL charity_name=Charnwood_Community_Management_Association charity_number=1160199 income_annually_in_british_pounds=110.00 report_date=2017-12-31 spending_annually_in_british_pounds=15.00
address__post_town=WINDERMERE address__postcode=LA23_3HE address__street_line=GLEBE_ROAD charity_name=Blackwell_Sailing charity_number=1106865 income_annually_in_british_pounds=60816.00 report_date=2017-03-31 spending_annually_in_british_pounds=71331.00
address__post_town=NOTTINGHAM address__postcode=NG3_7DN address__street_line=312_SNEINTON_DALE charity_name=Kiddy_Winks_Pre_School charity_number=1143981 income_annually_in_british_pounds=90095.00 report_date=2015-03-31 spending_annually_in_british_pounds=99663.00
address__post_town=LONDON address__postcode=W1H_6EG address__street_line=4_FITZHARDINGE_STREET charity_name=The_British_Friends_Of_Migdal_Ohr charity_number=290371 income_annually_in_british_pounds=703841.00 report_date=2016-12-31 spending_annually_in_british_pounds=699330.00
address__post_town=LONDON address__postcode=E12_6PA address__street_line=190_BROWNING_ROAD charity_name=The_Imdad_Fund charity_number=1051920 income_annually_in_british_pounds=103884.37 report_date=2014-12-31 spending_annually_in_british_pounds=50403.00
address__post_town=CRAWLEY address__postcode=RH10_1LS address__street_line=THREE_BRIDGES_ROAD charity_name=Three_Bridges_Free_Church charity_number=1074518 income_annually_in_british_pounds=134629.00 report_date=2017-12-31 spending_annually_in_british_pounds=232554.00
address__post_town=SHEFFIELD address__postcode=S11_8YN address__street_line=10_PSALTER_LANE charity_name=Golddigger_Trust charity_number=1166191 income_annually_in_british_pounds=136381.00 report_date=2017-06-30 spending_annually_in_british_pounds=134578.00
address__post_town=BRISTOL address__postcode=BS8_1PD charity_name=Primary_Science_Teaching_Trust charity_number=1064864 income_annually_in_british_pounds=78104.00 report_date=2015-08-31 spending_annually_in_british_pounds=1250218.00
address__post_town=READING address__postcode=RG6_6BU address__street_line=WHITEKNIGHTS_ROAD charity_name=The_Red_Whale_Charitable_Foundation charity_number=1162639 report_date=2017-07-31 spending_annually_in_british_pounds=45000.00
address__post_town=WHITCHURCH address__postcode=RG28_7AN address__street_line=WELLS_LANE charity_name=Rising_Fives_Pre-School_Group charity_number=270065 income_annually_in_british_pounds=81756.47 report_date=2018-08-31 spending_annually_in_british_pounds=80050.00
address__post_town=BRISTOL address__postcode=BS16_7FL charity_name=Hf_Trust_Ltd. charity_number=313069 income_annually_in_british_pounds=75064000.00 report_date=2016-03-31 spending_annually_in_british_pounds=73625000.00
address__post_town=LONDON address__postcode=NW11_9BP address__street_line=35_GOLDERS_GARDENS charity_name=Friends_Of_Ezra charity_number=1111593 income_annually_in_british_pounds=254284.00 report_date=2017-03-31 spending_annually_in_british_pounds=246292.00
address__post_town=KENDAL address__postcode=LA9_6NY address__street_line=SHAP_ROAD charity_name=Kendal_Rugby_Union_Football_Club_Ltd. charity_number=1160980 income_annually_in_british_pounds=92441.00 report_date=2017-04-30 spending_annually_in_british_pounds=112508.00
address__post_town=LONDON address__postcode=W1A_1AA address__street_line=PORTLAND_PLACE charity_name=Bbc_Media_Action charity_number=1076235 income_annually_in_british_pounds=40381000.00 report_date=2014-03-31 spending_annually_in_british_pounds=40094000.00
address__post_town=EDGWARE address__postcode=HA8_0AD address__street_line=BURNT_OAK_BROADWAY charity_name=Multilingual_Wellbeing_Services charity_number=1149869 income_annually_in_british_pounds=203963.00 report_date=2018-03-31 spending_annually_in_british_pounds=208033.00
address__post_town=STOKE-ON-TRENT address__postcode=ST9_0EB address__street_line=5_PARK_ROAD charity_name=Meals_On_Wheels_(Stoke_On_Trent) charity_number=218791 income_annually_in_british_pounds=105907.00 report_date=2017-03-31 spending_annually_in_british_pounds=94570.00
address__post_town=BROUGH address__postcode=HU15_2EP address__street_line=CHURCH_STREET charity_name=South_Cave_Kids_Club charity_number=1052384 income_annually_in_british_pounds=154200.00 report_date=2017-08-31 spending_annually_in_british_pounds=171624.00
address__post_town=LONDON address__postcode=E2_9DA address__street_line=244-254_CAMBRIDGE_HEATH_ROAD charity_name=The_Rationalist_Association charity_number=1096577 income_annually_in_british_pounds=151219.00 report_date=2017-12-31 spending_annually_in_british_pounds=173888.00
address__post_town=HELSTON address__postcode=TR13_0SR charity_name=Devon_and_Cornwall_Autistic_Community_Trust charity_number=1026475 income_annually_in_british_pounds=10888051.00 report_date=2016-03-31 spending_annually_in_british_pounds=10741330.00
address__post_town=CHELTENHAM address__postcode=GL53_7AS address__street_line=THIRLESTAINE_ROAD charity_name=Cobalt_Health charity_number=1090790 income_annually_in_british_pounds=10604714.00 report_date=2018-03-31 spending_annually_in_british_pounds=9604929.00
address__post_town=SHEFFIELD address__postcode=S2_2JQ address__street_line=61_SPRING_LANE charity_name=The_Miracle_Trust charity_number=1103257 income_annually_in_british_pounds=78262.00 report_date=2016-02-29 spending_annually_in_british_pounds=98995.00
address__post_town=LINCOLN address__postcode=LN6_9FH address__street_line=10_MERCURY_CLOSE charity_name=Nottingham_Bach_Choir charity_number=508139 income_annually_in_british_pounds=34637.14 report_date=2018-07-31 spending_annually_in_british_pounds=36520.95
address__post_town=TWICKENHAM address__postcode=TW2_7AP address__street_line=1_LIBRARY_WAY charity_name=Whitton_Network charity_number=1117627 income_annually_in_british_pounds=26292.00 report_date=2016-03-31 spending_annually_in_british_pounds=47959.00
address__post_town=DERBY address__postcode=DE73_5QA address__street_line=68_PARKWAY charity_name=The_Chellaston_Community_Association charity_number=1173163 income_annually_in_british_pounds=54744.00 report_date=2018-08-26 spending_annually_in_british_pounds=71688.00
address__post_town=WIGAN address__postcode=WN1_2LP address__street_line=PENSON_STREET charity_name=Support_For_Wigan_Arrivals_Project charity_number=1124034 income_annually_in_british_pounds=92180.00 report_date=2016-03-31 spending_annually_in_british_pounds=67119.00
address__post_town=BIRMINGHAM address__postcode=B12_8JL address__street_line=26_ALFRED_STREET charity_name=Qadria_Trust_(Uk) charity_number=1129096 income_annually_in_british_pounds=200691.00 report_date=2014-03-31 spending_annually_in_british_pounds=56812.00
address__post_town=NORTHWOOD address__postcode=HA6_2UR address__street_line=46_THE_GLEN charity_name=Christian_Heritage_International charity_number=1160735 report_date=2017-08-31
address__post_town=GREAT_MISSENDEN address__postcode=HP16_0AZ address__street_line=CHURCH_STREET charity_name=Great_Missenden_C_Of_E_Combined_School_Fund charity_number=1061594 income_annually_in_british_pounds=337664.00 report_date=2014-08-31 spending_annually_in_british_pounds=359333.00
address__post_town=OLDHAM address__postcode=OL1_2NZ address__street_line=108_BOUNDARY_PARK_ROAD charity_name=The_Training_and_Skills_Development_Foundation charity_number=1160295 income_annually_in_british_pounds=17313.00 report_date=2018-03-31 spending_annually_in_british_pounds=13975.00
address__post_town=LONDON address__postcode=W6_0PG address__street_line=IFFLEY_ROAD charity_name=Godolphin_and_Latymer_School charity_number=312699 income_annually_in_british_pounds=14309047.00 report_date=2014-08-31 spending_annually_in_british_pounds=13350168.00
address__post_town=LONDON address__postcode=EC4R_2SP address__street_line=8_DOWGATE_HILL charity_name=The_Judd_School_Development_Fund charity_number=282539 income_annually_in_british_pounds=278800.00 report_date=2016-03-31 spending_annually_in_british_pounds=37550.00
address__post_town=CRAWLEY address__postcode=RH10_1HT address__street_line=1-7_STATION_ROAD charity_name=Hospice_Aid_Uk charity_number=1092575 income_annually_in_british_pounds=537211.00 report_date=2014-03-31 spending_annually_in_british_pounds=582432.00
address__post_town=WEST_WICKHAM address__postcode=BR4_9QD address__street_line=BENCURTIS_PARK charity_name=The_Friends_Of_Glebe_Housing_Association charity_number=293621 income_annually_in_british_pounds=119588.41 report_date=2018-03-31 spending_annually_in_british_pounds=53757.00
address__post_town=STAINES-UPON-THAMES[11] address__postcode=TW19_5DJ address__street_line=WELLEY_ROAD charity_name=Wraysbury_School_Parent_Teachers_and_Friends_Association charity_number=296520 income_annually_in_british_pounds=55043.00 report_date=2017-08-31 spending_annually_in_british_pounds=19740.00
address__post_town=BOREHAMWOOD address__postcode=WD6_1JY address__street_line=ELSTREE_WAY charity_name=Inspireall_Leisure_and_Family_Support_Services charity_number=1093653 income_annually_in_british_pounds=19379644.00 report_date=2018-03-31 spending_annually_in_british_pounds=19640070.00
address__post_town=BRISTOL address__postcode=BS40_8SP address__street_line=TUNBRIDGE_ROAD charity_name=The_Converging_World charity_number=1043572 income_annually_in_british_pounds=360240.00 report_date=2014-03-31 spending_annually_in_british_pounds=238267.00
address__post_town=BIRMINGHAM address__postcode=B8_1RS address__street_line=39-41_WASHWOOD_HEATH_ROAD charity_name=Koolkidz_Ltd. charity_number=1119188 income_annually_in_british_pounds=250123.00 report_date=2014-03-31 spending_annually_in_british_pounds=268336.00
